gradient,K,N,sigma,rho,success,train_error,train_error_fit,validation_error,time_exec(s),nfev,nit,njev
Grad,5,15,1.2,0.0001,True,322.8988320818381,0.0885534489134372,0.11876145179927974,0.8402248382568359,441,433,441
Grad,5,15,1.2,0.0005,True,811.4293057080122,0.1220899392663191,0.14706800188555624,0.46738357543945314,229,227,229
Grad,5,15,1.2,0.001,True,940.0138398484955,0.14946749698527453,0.166027619693651,0.5232463836669922,265,263,265
Grad,5,15,1.5,1e-05,True,687.5738109524033,0.06791206302434138,0.09631880636085693,52.873870849609375,1185,1139,1185
Grad,5,15,1.5,5e-05,True,568.7760401309449,0.09778162643784308,0.14066596231661593,1.3615168571472167,708,688,708
Grad,5,15,1.5,0.0001,True,541.9798763854064,0.11051809077977034,0.1348976431330416,0.6757686614990235,363,359,363
Grad,5,15,1.5,0.0005,True,338.1329354193639,0.14067813900604229,0.1713272679617307,0.45067501068115234,238,235,238
Grad,5,15,1.5,0.001,True,337.3124391222583,0.16909234515766325,0.18898852301453237,0.4832434177398682,248,245,248
Grad,5,15,1.8,1e-05,True,683.2947099884578,0.10208560389699069,0.1345571045476575,2.4594063758850098,1294,1240,1294
Grad,5,15,1.8,5e-05,True,218.07868557904374,0.12596528013942493,0.1416171576839296,1.1592207431793213,617,597,617
Grad,5,15,1.8,0.0001,True,282.43309729865,0.13296908901342222,0.15235609702605063,0.9400773048400879,509,494,509
Grad,5,15,1.8,0.0005,True,1169.6060169692166,0.16037240874748018,0.18573983812406514,0.5559346199035644,298,293,298
Grad,5,15,1.8,0.001,True,300.7092010143116,0.18714078930196087,0.20577244707392128,0.5067637443542481,273,270,273
Grad,5,20,0.2,1e-05,True,376.0866379292138,0.33604303108798794,1.564142985400581,2.6424606800079347,931,815,931
Grad,5,20,0.2,5e-05,True,366.2140967367625,0.4293896059712097,0.7505699523075458,1.6646215438842773,581,524,581
Grad,5,20,0.2,0.0001,True,366.245761026324,0.36597498151936636,0.8376981217666837,1.7968132972717286,619,555,619
Grad,5,20,0.2,0.0005,True,367.444920176753,0.4303988605554586,0.7641496777552594,0.8939387321472168,308,280,308
Grad,5,20,0.2,0.001,True,363.5260103711632,0.6594401183694123,0.9375685056572642,0.8395520687103272,284,262,284
Grad,5,20,0.4,1e-05,True,427.1819280964262,0.010807169657514918,0.0517962683874816,2.229265594482422,775,736,775
Grad,5,20,0.4,5e-05,True,405.5307953342928,0.02188625479728567,0.07068046565972967,1.4856728076934815,529,512,529
Grad,5,20,0.4,0.0001,True,369.8708137743047,0.028396597688348214,0.09690462053811623,0.9994047164916993,363,358,363
Grad,5,20,0.4,0.0005,True,356.4321794866895,0.07997730511826265,0.17959171787770145,0.8339860439300537,299,292,299
Grad,5,20,0.4,0.001,True,333.10638309726,0.13954228898108906,0.2047296355290864,0.9886966228485108,348,341,348
Grad,5,20,0.6,1e-05,True,295.63155431302135,0.008461720095810832,0.020206714302963787,1.8595526218414307,676,661,676
Grad,5,20,0.6,5e-05,True,455.420857235844,0.01910401505780502,0.06145672521695107,1.1139081001281739,503,497,503
Grad,5,20,0.6,0.0001,True,545.3822401786,0.027775800930124085,0.04741634138647817,1.0524393558502196,491,486,491
Grad,5,20,0.6,0.0005,True,501.9456030028589,0.07569673225019968,0.098900057330179,0.6298681735992432,293,290,293
Grad,5,20,0.6,0.001,True,359.93349691487043,0.11563783489392296,0.16089878334754407,0.5482876300811768,252,250,252
Grad,5,20,0.8,1e-05,True,797.2870563019134,0.013272041840399613,0.034958717586092966,1.7581719875335693,801,785,801
Grad,5,20,0.8,5e-05,True,497.7364422337414,0.02674665542027606,0.0590360654501109,51.74308876991272,516,512,516
Grad,5,20,0.8,0.0001,True,730.0900688016962,0.0423794980405223,0.06302392989669664,1.0000083923339844,460,457,460
Grad,5,20,0.8,0.0005,True,426.9080161104431,0.08827078014127394,0.13845525436866932,0.6464877128601074,288,285,288
Grad,5,20,0.8,0.001,True,1041.065777798547,0.12513408814242416,0.15024508697567035,0.5066432476043701,231,228,231
Grad,5,20,1.0,1e-05,True,373.2135798450278,0.017479385616663005,0.04197029560881067,2.739808130264282,1283,1256,1283
Grad,5,20,1.0,5e-05,True,266.76935853495576,0.037211475407339656,0.05497894086394948,1.4075573444366456,645,635,645
Grad,5,20,1.0,0.0001,True,358.65818642509345,0.06429585741215431,0.08207367953708096,0.6952690124511719,327,323,327
Grad,5,20,1.0,0.0005,True,413.0089331793558,0.10417519437824008,0.136419832073241,0.5378982067108155,250,249,250
Grad,5,20,1.0,0.001,True,392.718383313185,0.13583820819000142,0.16129837916258807,0.5496899604797363,261,257,261
Grad,5,20,1.2,1e-05,True,580.9758536854227,0.026748366986836348,0.04256459366531949,2.404606342315674,1179,1147,1179
Grad,5,20,1.2,5e-05,True,329.9768575832778,0.05944926832362403,0.07816886950419041,1.0739535808563232,521,512,521
Grad,5,20,1.2,0.0001,True,817.2665905242638,0.07958768161176259,0.10627766097143676,0.9040898323059082,438,433,438
Grad,5,20,1.2,0.0005,True,726.7814262161813,0.1223421064194458,0.14650837136941833,0.4823145866394043,246,244,246
Grad,5,20,1.2,0.001,True,695.9974936807032,0.14942326391541594,0.17227825078792988,0.5302591323852539,263,260,263
Grad,5,20,1.5,1e-05,True,1791.872588968288,0.06112591611825731,0.0815000944636131,3.324006986618042,1588,1537,1588
Grad,5,20,1.5,5e-05,True,2329.847202015066,0.0998982598548531,0.1194243044727126,1.0522006034851075,533,523,533
Grad,5,20,1.5,0.0001,True,967.6629375609965,0.10673101712347592,0.13954430086724548,0.8131087779998779,388,382,388
Grad,5,20,1.5,0.0005,True,619.1030998849456,0.14125402999761266,0.16264971782339663,0.5635219097137452,285,282,285
Grad,5,20,1.5,0.001,True,478.7039051039444,0.16790082010214857,0.1876059349791205,0.5192969799041748,263,261,263
Grad,5,20,1.8,1e-05,True,963.1158763855699,0.09553687898590095,0.12783983022913073,2.6976746559143066,1358,1315,1358
Grad,5,20,1.8,5e-05,True,1384.9153880086017,0.11825978352646901,0.14462136222825614,1.006138515472412,470,460,470
Grad,5,20,1.8,0.0001,True,648.6226102826154,0.12304557581443813,0.147204910635591,0.9192827224731446,458,449,458
Grad,5,20,1.8,0.0005,True,817.822694348491,0.16045467006853364,0.1840200817255164,0.6290677547454834,309,306,309
Grad,5,20,1.8,0.001,True,477.9718180536823,0.18684501228009612,0.2068892629921275,0.5287087917327881,266,264,266
Grad,5,10,0.2,1e-05,True,358.746953259422,0.7374156864130668,0.9621555551666766,0.5273226261138916,400,312,400
Grad,5,10,0.2,5e-05,True,351.3778475187358,0.769247107494284,1.154869780832289,0.40468859672546387,323,265,323
Grad,5,10,0.2,0.0001,True,358.1942837478299,0.6914923120035162,0.9094891920178261,0.5200662612915039,375,300,375
