gradient,K,N,sigma,rho,success,train_error,train_error_fit,validation_error,time_exec(s),nfev,nit,njev
Grad,5,25,1.5,1e-05,True,1318.4236181312683,0.042208006649149185,0.05587906430404606,3.864130401611328,1628,1582,1628
Grad,5,25,1.5,5e-05,True,438.8980749298988,0.07273727547639466,0.09404705975481446,1.355229139328003,614,602,614
Grad,5,25,1.5,0.0001,True,2087.00056021588,0.09349005084204122,0.11384609334806473,1.1916366577148438,402,395,402
Grad,5,25,1.5,0.0005,True,1368.2953876439356,0.11656858045062657,0.13733121527014153,0.6682155132293701,307,304,307
Grad,5,25,1.5,0.001,True,1323.7609714986718,0.1195525635999007,0.14131356572750467,0.5597010612487793,255,252,255
Grad,5,25,1.8,1e-05,True,189.9866429048105,0.07533379969689998,0.09787647498032748,4.71164722442627,2101,2036,2101
Grad,5,25,1.8,5e-05,True,1033.2941278657977,0.104013312712217,0.1260791775004427,1.3338448047637939,635,620,635
Grad,5,25,1.8,0.0001,True,839.1608254832985,0.1139242914754867,0.1326711268946984,1.1314119815826416,531,518,531
Grad,5,25,1.8,0.0005,True,523.1334004509997,0.1282745026142575,0.14864755662003543,0.6256341934204102,299,295,299
Grad,5,25,1.8,0.001,True,2061.667506718626,0.14317883575930462,0.16268078358387994,0.5078386306762696,231,228,231
Grad,5,15,0.2,1e-05,True,342.93839230083137,0.4077369465325922,0.9580673230869678,1.292280912399292,595,482,595
Grad,5,15,0.2,5e-05,True,365.60881565746865,0.4882705526939537,0.8838837461316962,0.8291233539581299,492,435,492
Grad,5,15,0.2,0.0001,True,339.940092067571,0.3644636170623606,0.7797289500817522,0.7238505363464356,420,369,420
Grad,5,15,0.2,0.0005,True,339.68217979426635,0.5416801342426179,0.8353387842129741,0.37581634521484375,203,192,203
Grad,5,15,0.2,0.001,True,376.1969248294459,0.5791647915797978,0.8168374004672347,0.41972599029541013,223,210,223
Grad,5,15,0.4,1e-05,True,352.49288423417204,0.026064332575726108,0.08511389260833613,0.9094793319702148,475,429,475
Grad,5,15,0.4,5e-05,True,338.69113456670425,0.033370646913836476,0.08082124161304598,1.1115880012512207,406,390,406
Grad,5,15,0.4,0.0001,True,422.0355766911092,0.033530173102963544,0.07185404748751015,0.7862303733825684,430,404,430
Grad,5,15,0.4,0.0005,True,462.2236972562989,0.04555208078939412,0.09218935852409717,0.46033105850219724,255,246,255
Grad,5,15,0.4,0.001,True,310.61730597355216,0.05630172965147244,0.10479271291164904,0.38731675148010253,216,209,216
Grad,5,15,0.6,1e-05,True,734.285757195548,0.007454880142364793,0.01703495881405113,1.2926751613616942,725,695,725
Grad,5,15,0.6,5e-05,True,352.0630603314638,0.011781945371483808,0.026806842928760666,0.7069760322570801,371,361,371
Grad,5,15,0.6,0.0001,True,318.41089359182826,0.019330904219198593,0.05642972154676136,0.5675538539886474,281,278,281
Grad,5,15,0.6,0.0005,True,389.9747949014596,0.038705161256268786,0.0690040556288126,0.36265716552734373,190,189,190
Grad,5,15,0.6,0.001,True,388.30666721203687,0.045790204935027036,0.08400187859991493,0.4097739696502686,209,206,209
Grad,5,15,0.8,1e-05,True,593.1826550744703,0.013041112300935876,0.028745536546471395,0.9920188903808593,515,503,515
Grad,5,15,0.8,5e-05,True,300.3444329036025,0.026217389285709457,0.04192207525340935,0.8325148105621338,421,415,421
Grad,5,15,0.8,0.0001,True,430.2739030138319,0.02210319396228954,0.039430529056778164,0.5175063133239746,276,273,276
Grad,5,15,0.8,0.0005,True,654.771144649047,0.044456210291837495,0.07272052401240485,0.5510220050811767,288,286,288
Grad,5,15,0.8,0.001,True,703.1230805665688,0.06392789052887562,0.09608810262984815,0.45610775947570803,240,238,240
Grad,5,15,1.0,1e-05,True,427.8239825189346,0.02361107225270696,0.03776274988651634,1.6238351821899415,734,711,734
Grad,5,15,1.0,5e-05,True,769.9703589900065,0.029432495415542565,0.0502144071570829,0.8627720355987549,423,416,423
Grad,5,15,1.0,0.0001,True,747.7225426523185,0.049986347204469,0.06686941312610667,0.6730903625488281,317,313,317
Grad,5,15,1.0,0.0005,True,270.93669735411237,0.06379343821157442,0.08801809894891977,0.35402803421020507,195,193,195
Grad,5,15,1.0,0.001,True,515.0378361715015,0.08622081190919018,0.11164269518602996,0.3496068477630615,186,184,186
Grad,5,15,1.2,1e-05,True,605.6831200809675,0.02719343422850647,0.042390876660905276,2.3801830291748045,1044,1004,1044
Grad,5,15,1.2,5e-05,True,632.888391910709,0.05806829412829197,0.07590726950463553,0.9588354110717774,466,459,466
Grad,5,15,1.2,0.0001,True,292.70718916491654,0.057197502538214616,0.07626467670437148,0.7385600090026856,375,370,375
Grad,5,15,1.2,0.0005,True,311.1798437779047,0.09055246353436266,0.11297399462046309,0.4485203266143799,230,227,230
Grad,5,15,1.2,0.001,True,376.9284960203969,0.1078948652987255,0.12960772836342788,0.49439258575439454,262,259,262
Grad,5,15,1.5,1e-05,True,231.01086750297864,0.05432546913482076,0.07242577103287871,1.9130645275115967,950,917,950
Grad,5,15,1.5,5e-05,True,412.3341142503122,0.0875995024127795,0.10679318129038977,0.984317398071289,491,482,491
Grad,5,15,1.5,0.0001,True,5498.599758478189,0.09967745827425337,0.12161555661955412,0.8144189834594726,356,347,356
Grad,5,15,1.5,0.0005,True,269.45713650428144,0.11697715968631824,0.13878818160305081,0.7226565837860107,281,276,281
Grad,5,15,1.5,0.001,True,851.5442584490872,0.12565848965419676,0.14688649457299296,0.5403647899627686,257,254,257
Grad,5,15,1.8,1e-05,True,241.57602079101997,0.09492059078941596,0.11325600255164818,2.7874804496765138,1022,987,1022
Grad,5,15,1.8,5e-05,True,2007.2779118444787,0.11440540769591405,0.13571105224783825,1.146553373336792,519,505,519
Grad,5,15,1.8,0.0001,True,2792.339312943429,0.11738324040495345,0.13776867120644512,0.7462811946868897,365,357,365
Grad,5,15,1.8,0.0005,True,633.7967405521135,0.1322153618311629,0.1529413961546479,0.5878520965576172,276,273,276
Grad,5,15,1.8,0.001,True,2352.837155701991,0.14336337328998366,0.16206018090077703,0.4594115734100342,218,216,218
